CREATE TABLE ZipCode (_id INTEGER PRIMARY KEY, ZipCode varchar(5), ZipCodeType varchar(25), City varchar(30), State varchar(2))
INSERT INTO ZipCode VALUES(29944,49436,'STANDARD','MEARS','MI')
INSERT INTO ZipCode VALUES(29945,49436,'STANDARD','SILVER LAKE','MI')
INSERT INTO ZipCode VALUES(29946,49437,'STANDARD','MONTAGUE','MI')
INSERT INTO ZipCode VALUES(29947,49440,'STANDARD','MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29948,49441,'STANDARD','MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29949,49441,'STANDARD','NORTON SHORES','MI')
INSERT INTO ZipCode VALUES(29950,49442,'STANDARD','MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29951,49443,'PO BOX','MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29952,49444,'STANDARD','MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29953,49444,'STANDARD','MUSKEGON HEIGHTS','MI')
INSERT INTO ZipCode VALUES(29954,49444,'STANDARD','MUSKEGON HTS','MI')
INSERT INTO ZipCode VALUES(29955,49444,'STANDARD','NORTON SHORES','MI')
INSERT INTO ZipCode VALUES(29956,49445,'STANDARD','MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29957,49445,'STANDARD','N MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29958,49445,'STANDARD','NORTH MUSKEGON','MI')
INSERT INTO ZipCode VALUES(29959,49446,'STANDARD','NEW ERA','MI')
INSERT INTO ZipCode VALUES(29960,49448,'STANDARD','NUNICA','MI')
INSERT INTO ZipCode VALUES(29961,49449,'STANDARD','PENTWATER','MI')
INSERT INTO ZipCode VALUES(29962,49450,'STANDARD','PULLMAN','MI')
INSERT INTO ZipCode VALUES(29963,49451,'STANDARD','RAVENNA','MI')
INSERT INTO ZipCode VALUES(29964,49452,'STANDARD','ROTHBURY','MI')
INSERT INTO ZipCode VALUES(29965,49453,'STANDARD','SAUGATUCK','MI')
INSERT INTO ZipCode VALUES(29966,49454,'STANDARD','SCOTTVILLE','MI')
INSERT INTO ZipCode VALUES(29967,49455,'STANDARD','SHELBY','MI')
INSERT INTO ZipCode VALUES(29968,49456,'STANDARD','SPRING LAKE','MI')
INSERT INTO ZipCode VALUES(29969,49456,'STANDARD','NORTON SHORES','MI')
INSERT INTO ZipCode VALUES(29970,49457,'STANDARD','TWIN LAKE','MI')
INSERT INTO ZipCode VALUES(29971,49458,'PO BOX','WALHALLA','MI')
INSERT INTO ZipCode VALUES(29972,49459,'STANDARD','WALKERVILLE','MI')
INSERT INTO ZipCode VALUES(29973,49460,'STANDARD','WEST OLIVE','MI')
INSERT INTO ZipCode VALUES(29974,49461,'STANDARD','WHITEHALL','MI')
INSERT INTO ZipCode VALUES(29975,49463,'PO BOX','SYLVAN BEACH','MI')
INSERT INTO ZipCode VALUES(29976,49463,'PO BOX','WABANINGO','MI')
INSERT INTO ZipCode VALUES(29977,49463,'PO BOX','WHITEHALL','MI')
INSERT INTO ZipCode VALUES(29978,49464,'STANDARD','ZEELAND','MI')
INSERT INTO ZipCode VALUES(29979,49468,'PO BOX','GRANDVILLE','MI')
INSERT INTO ZipCode VALUES(29980,49501,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29981,49502,'UNIQUE','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29982,49503,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29983,49503,'STANDARD','WYOMING','MI')
INSERT INTO ZipCode VALUES(29984,49504,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29985,49505,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29986,49506,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29987,49506,'STANDARD','EAST GRAND RA','MI')
INSERT INTO ZipCode VALUES(29988,49506,'STANDARD','EAST GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29989,49507,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29990,49508,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29991,49508,'STANDARD','KENTWOOD','MI')
INSERT INTO ZipCode VALUES(29992,49508,'STANDARD','WYOMING','MI')
INSERT INTO ZipCode VALUES(29993,49509,'STANDARD','WYOMING','MI')
INSERT INTO ZipCode VALUES(29994,49509,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29995,49510,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29996,49512,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29997,49512,'STANDARD','KENTWOOD','MI')
INSERT INTO ZipCode VALUES(29998,49514,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(29999,49515,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30000,49516,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30001,49518,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30002,49518,'PO BOX','KENTWOOD','MI')
INSERT INTO ZipCode VALUES(30003,49519,'STANDARD','WYOMING','MI')
INSERT INTO ZipCode VALUES(30004,49519,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30005,49523,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30006,49525,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30007,49528,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30008,49530,'UNIQUE','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30009,49534,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30010,49534,'STANDARD','WALKER','MI')
INSERT INTO ZipCode VALUES(30011,49544,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30012,49544,'STANDARD','WALKER','MI')
INSERT INTO ZipCode VALUES(30013,49546,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30014,49548,'STANDARD','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30015,49548,'STANDARD','KENTWOOD','MI')
INSERT INTO ZipCode VALUES(30016,49548,'STANDARD','WYOMING','MI')
INSERT INTO ZipCode VALUES(30017,49550,'UNIQUE','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30018,49555,'UNIQUE','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30019,49560,'UNIQUE','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30020,49588,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30021,49588,'PO BOX','KENTWOOD','MI')
INSERT INTO ZipCode VALUES(30022,49599,'PO BOX','GRAND RAPIDS','MI')
INSERT INTO ZipCode VALUES(30023,49601,'STANDARD','CADILLAC','MI')
INSERT INTO ZipCode VALUES(30024,49601,'STANDARD','HOXEYVILLE','MI')
INSERT INTO ZipCode VALUES(30025,49610,'PO BOX','ACME','MI')
INSERT INTO ZipCode VALUES(30026,49611,'PO BOX','ALBA','MI')
INSERT INTO ZipCode VALUES(30027,49612,'STANDARD','ALDEN','MI')
INSERT INTO ZipCode VALUES(30028,49613,'STANDARD','ARCADIA','MI')
INSERT INTO ZipCode VALUES(30029,49614,'STANDARD','BEAR LAKE','MI')
INSERT INTO ZipCode VALUES(30030,49614,'STANDARD','PIERPORT','MI')
INSERT INTO ZipCode VALUES(30031,49615,'STANDARD','BELLAIRE','MI')
INSERT INTO ZipCode VALUES(30032,49616,'STANDARD','BENZONIA','MI')
INSERT INTO ZipCode VALUES(30033,49617,'STANDARD','BEULAH','MI')
INSERT INTO ZipCode VALUES(30034,49618,'STANDARD','BOON','MI')
INSERT INTO ZipCode VALUES(30035,49619,'STANDARD','BRETHREN','MI')
INSERT INTO ZipCode VALUES(30036,49620,'STANDARD','BUCKLEY','MI')
INSERT INTO ZipCode VALUES(30037,49621,'STANDARD','CEDAR','MI')
INSERT INTO ZipCode VALUES(30038,49622,'STANDARD','CENTRAL LAKE','MI')
INSERT INTO ZipCode VALUES(30039,49623,'STANDARD','CHASE','MI')
INSERT INTO ZipCode VALUES(30040,49625,'STANDARD','COPEMISH','MI')
INSERT INTO ZipCode VALUES(30041,49626,'PO BOX','EASTLAKE','MI')
INSERT INTO ZipCode VALUES(30042,49627,'PO BOX','EASTPORT','MI')
INSERT INTO ZipCode VALUES(30043,49628,'PO BOX','ELBERTA','MI')
INSERT INTO ZipCode VALUES(30044,49629,'STANDARD','ELK RAPIDS','MI')
INSERT INTO ZipCode VALUES(30045,49630,'STANDARD','EMPIRE','MI')
INSERT INTO ZipCode VALUES(30046,49631,'STANDARD','EVART','MI')
INSERT INTO ZipCode VALUES(30047,49632,'STANDARD','FALMOUTH','MI')
INSERT INTO ZipCode VALUES(30048,49633,'STANDARD','FIFE LAKE','MI')
INSERT INTO ZipCode VALUES(30049,49634,'PO BOX','FILER CITY','MI')
INSERT INTO ZipCode VALUES(30050,49635,'STANDARD','FRANKFORT','MI')
INSERT INTO ZipCode VALUES(30051,49636,'STANDARD','GLEN ARBOR','MI')
INSERT INTO ZipCode VALUES(30052,49637,'STANDARD','GRAWN','MI')
INSERT INTO ZipCode VALUES(30053,49638,'STANDARD','HARRIETTA','MI')
INSERT INTO ZipCode VALUES(30054,49639,'STANDARD','HERSEY','MI')
INSERT INTO ZipCode VALUES(30055,49640,'STANDARD','HONOR','MI')
INSERT INTO ZipCode VALUES(30056,49642,'STANDARD','IDLEWILD','MI')
INSERT INTO ZipCode VALUES(30057,49643,'STANDARD','INTERLOCHEN','MI')
INSERT INTO ZipCode VALUES(30058,49643,'STANDARD','KARLIN','MI')
INSERT INTO ZipCode VALUES(30059,49644,'STANDARD','IRONS','MI')
INSERT INTO ZipCode VALUES(30060,49645,'STANDARD','KALEVA','MI')
INSERT INTO ZipCode VALUES(30061,49646,'STANDARD','KALKASKA','MI')
INSERT INTO ZipCode VALUES(30062,49648,'STANDARD','KEWADIN','MI')
INSERT INTO ZipCode VALUES(30063,49649,'STANDARD','KINGSLEY','MI')
INSERT INTO ZipCode VALUES(30064,49650,'STANDARD','LAKE ANN','MI')
INSERT INTO ZipCode VALUES(30065,49651,'STANDARD','LAKE CITY','MI')
INSERT INTO ZipCode VALUES(30066,49651,'STANDARD','MOORESTOWN','MI')
INSERT INTO ZipCode VALUES(30067,49653,'STANDARD','LAKE LEELANAU','MI')
INSERT INTO ZipCode VALUES(30068,49654,'STANDARD','LELAND','MI')
INSERT INTO ZipCode VALUES(30069,49655,'STANDARD','LEROY','MI')
INSERT INTO ZipCode VALUES(30070,49656,'STANDARD','LUTHER','MI')
INSERT INTO ZipCode VALUES(30071,49657,'STANDARD','MC BAIN','MI')
INSERT INTO ZipCode VALUES(30072,49659,'STANDARD','MANCELONA','MI')
INSERT INTO ZipCode VALUES(30073,49660,'STANDARD','MANISTEE','MI')
INSERT INTO ZipCode VALUES(30074,49660,'STANDARD','STRONACH','MI')
INSERT INTO ZipCode VALUES(30075,49663,'STANDARD','MANTON','MI')
INSERT INTO ZipCode VALUES(30076,49664,'STANDARD','MAPLE CITY','MI')
INSERT INTO ZipCode VALUES(30077,49665,'STANDARD','MARION','MI')
INSERT INTO ZipCode VALUES(30078,49666,'PO BOX','MAYFIELD','MI')
INSERT INTO ZipCode VALUES(30079,49667,'STANDARD','MERRITT','MI')
INSERT INTO ZipCode VALUES(30080,49668,'STANDARD','MESICK','MI')
INSERT INTO ZipCode VALUES(30081,49670,'STANDARD','NORTHPORT','MI')
INSERT INTO ZipCode VALUES(30082,49673,'PO BOX','OLD MISSION','MI')
INSERT INTO ZipCode VALUES(30083,49674,'PO BOX','OMENA','MI')
INSERT INTO ZipCode VALUES(30084,49675,'STANDARD','ONEKAMA','MI')
INSERT INTO ZipCode VALUES(30085,49676,'STANDARD','RAPID CITY','MI')
INSERT INTO ZipCode VALUES(30086,49677,'STANDARD','REED CITY','MI')
INSERT INTO ZipCode VALUES(30087,49679,'STANDARD','SEARS','MI')
INSERT INTO ZipCode VALUES(30088,49680,'STANDARD','SOUTH BOARDMAN','MI')
INSERT INTO ZipCode VALUES(30089,49680,'STANDARD','S BOARDMAN','MI')
INSERT INTO ZipCode VALUES(30090,49682,'STANDARD','SUTTONS BAY','MI')
INSERT INTO ZipCode VALUES(30091,49682,'STANDARD','PESHAWBESTOWN','MI')
INSERT INTO ZipCode VALUES(30092,49683,'STANDARD','THOMPSONVILLE','MI')
INSERT INTO ZipCode VALUES(30093,49684,'STANDARD','TRAVERSE CITY','MI')
INSERT INTO ZipCode VALUES(30094,49685,'STANDARD','TRAVERSE CITY','MI')
INSERT INTO ZipCode VALUES(30095,49686,'STANDARD','TRAVERSE CITY','MI')
INSERT INTO ZipCode VALUES(30096,49688,'STANDARD','TUSTIN','MI')
INSERT INTO ZipCode VALUES(30097,49689,'STANDARD','WELLSTON','MI')
INSERT INTO ZipCode VALUES(30098,49690,'STANDARD','WILLIAMSBURG','MI')
INSERT INTO ZipCode VALUES(30099,49696,'STANDARD','TRAVERSE CITY','MI')
INSERT INTO ZipCode VALUES(30100,49701,'STANDARD','MACKINAW CITY','MI')
INSERT INTO ZipCode VALUES(30101,49705,'STANDARD','AFTON','MI')
INSERT INTO ZipCode VALUES(30102,49706,'STANDARD','ALANSON','MI')
INSERT INTO ZipCode VALUES(30103,49707,'STANDARD','ALPENA','MI')
INSERT INTO ZipCode VALUES(30104,49709,'STANDARD','ATLANTA','MI')
INSERT INTO ZipCode VALUES(30105,49710,'STANDARD','BARBEAU','MI')
INSERT INTO ZipCode VALUES(30106,49711,'PO BOX','BAY SHORE','MI')
INSERT INTO ZipCode VALUES(30107,49711,'PO BOX','CHARLEVOIX','MI')
INSERT INTO ZipCode VALUES(30108,49712,'STANDARD','BOYNE CITY','MI')
INSERT INTO ZipCode VALUES(30109,49713,'STANDARD','BOYNE FALLS','MI')
INSERT INTO ZipCode VALUES(30110,49715,'STANDARD','BRIMLEY','MI')
INSERT INTO ZipCode VALUES(30111,49715,'STANDARD','RACO','MI')
INSERT INTO ZipCode VALUES(30112,49716,'STANDARD','BRUTUS','MI')
INSERT INTO ZipCode VALUES(30113,49717,'PO BOX','BURT LAKE','MI')
INSERT INTO ZipCode VALUES(30114,49718,'STANDARD','CARP LAKE','MI')
INSERT INTO ZipCode VALUES(30115,49719,'STANDARD','CEDARVILLE','MI')
INSERT INTO ZipCode VALUES(30116,49720,'STANDARD','CHARLEVOIX','MI')
INSERT INTO ZipCode VALUES(30117,49721,'STANDARD','CHEBOYGAN','MI')
INSERT INTO ZipCode VALUES(30118,49722,'PO BOX','CONWAY','MI')
INSERT INTO ZipCode VALUES(30119,49723,'PO BOX','CROSS VILLAGE','MI')
INSERT INTO ZipCode VALUES(30120,49724,'STANDARD','DAFTER','MI')
INSERT INTO ZipCode VALUES(30121,49725,'STANDARD','DE TOUR VILLAGE','MI')
INSERT INTO ZipCode VALUES(30122,49725,'STANDARD','DE TOUR VLLE','MI')
INSERT INTO ZipCode VALUES(30123,49726,'STANDARD','DRUMMOND ISLAND','MI')
INSERT INTO ZipCode VALUES(30124,49726,'STANDARD','DRUMMOND IS','MI')
INSERT INTO ZipCode VALUES(30125,49727,'STANDARD','EAST JORDAN','MI')
INSERT INTO ZipCode VALUES(30126,49728,'STANDARD','ECKERMAN','MI')
INSERT INTO ZipCode VALUES(30127,49728,'STANDARD','STRONGS','MI')
INSERT INTO ZipCode VALUES(30128,49729,'STANDARD','ELLSWORTH','MI')
INSERT INTO ZipCode VALUES(30129,49730,'STANDARD','ELMIRA','MI')
INSERT INTO ZipCode VALUES(30130,49733,'STANDARD','FREDERIC','MI')
INSERT INTO ZipCode VALUES(30131,49734,'PO BOX','GAYLORD','MI')
INSERT INTO ZipCode VALUES(30132,49735,'STANDARD','GAYLORD','MI')
INSERT INTO ZipCode VALUES(30133,49735,'STANDARD','TREETOPS VIL','MI')
INSERT INTO ZipCode VALUES(30134,49735,'STANDARD','TREETOPS VILLAGE','MI')
INSERT INTO ZipCode VALUES(30135,49736,'STANDARD','GOETZVILLE','MI')
INSERT INTO ZipCode VALUES(30136,49736,'STANDARD','STALWART','MI')
INSERT INTO ZipCode VALUES(30137,49737,'PO BOX','GOOD HART','MI')
INSERT INTO ZipCode VALUES(30138,49737,'PO BOX','HARBOR SPGS','MI')
INSERT INTO ZipCode VALUES(30139,49737,'PO BOX','HARBOR SPRINGS','MI')
INSERT INTO ZipCode VALUES(30140,49738,'STANDARD','GRAYLING','MI')
INSERT INTO ZipCode VALUES(30141,49739,'UNIQUE','GRAYLING','MI')
INSERT INTO ZipCode VALUES(30142,49740,'STANDARD','HARBOR SPRINGS','MI')
INSERT INTO ZipCode VALUES(30143,49740,'STANDARD','HARBOR POINT','MI')
INSERT INTO ZipCode VALUES(30144,49740,'STANDARD','HARBOR SPGS','MI')
INSERT INTO ZipCode VALUES(30145,49740,'STANDARD','WEQUETONSING','MI')
INSERT INTO ZipCode VALUES(30146,49743,'STANDARD','HAWKS','MI')
INSERT INTO ZipCode VALUES(30147,49744,'STANDARD','HERRON','MI')
INSERT INTO ZipCode VALUES(30148,49745,'STANDARD','HESSEL','MI')
INSERT INTO ZipCode VALUES(30149,49746,'STANDARD','HILLMAN','MI')
INSERT INTO ZipCode VALUES(30150,49747,'STANDARD','HUBBARD LAKE','MI')
INSERT INTO ZipCode VALUES(30151,49748,'PO BOX','HULBERT','MI')
INSERT INTO ZipCode VALUES(30152,49749,'STANDARD','INDIAN RIVER','MI')
INSERT INTO ZipCode VALUES(30153,49751,'STANDARD','JOHANNESBURG','MI')
INSERT INTO ZipCode VALUES(30154,49752,'STANDARD','KINROSS','MI')
INSERT INTO ZipCode VALUES(30155,49753,'STANDARD','LACHINE','MI')
INSERT INTO ZipCode VALUES(30156,49755,'STANDARD','LEVERING','MI')
INSERT INTO ZipCode VALUES(30157,49756,'STANDARD','LEWISTON','MI')
INSERT INTO ZipCode VALUES(30158,49757,'PO BOX','MACKINAC ISLAND','MI')
INSERT INTO ZipCode VALUES(30159,49757,'PO BOX','MACKINAC IS','MI')
INSERT INTO ZipCode VALUES(30160,49759,'STANDARD','MILLERSBURG','MI')
INSERT INTO ZipCode VALUES(30161,49759,'STANDARD','OCQUEOC','MI')
INSERT INTO ZipCode VALUES(30162,49760,'STANDARD','MORAN','MI')
INSERT INTO ZipCode VALUES(30163,49761,'PO BOX','MULLETT LAKE','MI')
INSERT INTO ZipCode VALUES(30164,49762,'STANDARD','NAUBINWAY','MI')
INSERT INTO ZipCode VALUES(30165,49764,'PO BOX','ODEN','MI')
INSERT INTO ZipCode VALUES(30166,49765,'STANDARD','ONAWAY','MI')
INSERT INTO ZipCode VALUES(30167,49766,'STANDARD','OSSINEKE','MI')
INSERT INTO ZipCode VALUES(30168,49768,'STANDARD','PARADISE','MI')
INSERT INTO ZipCode VALUES(30169,49769,'STANDARD','PELLSTON','MI')
INSERT INTO ZipCode VALUES(30170,49770,'STANDARD','PETOSKEY','MI')
INSERT INTO ZipCode VALUES(30171,49770,'STANDARD','BAY HARBOR','MI')
INSERT INTO ZipCode VALUES(30172,49770,'STANDARD','BAY VIEW','MI')
INSERT INTO ZipCode VALUES(30173,49774,'STANDARD','PICKFORD','MI')
INSERT INTO ZipCode VALUES(30174,49775,'STANDARD','POINTE AUX PINS','MI')
INSERT INTO ZipCode VALUES(30175,49775,'STANDARD','BOIS BLANC IS','MI')
INSERT INTO ZipCode VALUES(30176,49775,'STANDARD','BOIS BLANC ISLAND','MI')
INSERT INTO ZipCode VALUES(30177,49775,'STANDARD','POINT AUX PIN','MI')
INSERT INTO ZipCode VALUES(30178,49776,'STANDARD','POSEN','MI')
INSERT INTO ZipCode VALUES(30179,49777,'STANDARD','PRESQUE ISLE','MI')
INSERT INTO ZipCode VALUES(30180,49779,'STANDARD','ROGERS CITY','MI')
INSERT INTO ZipCode VALUES(30181,49780,'STANDARD','RUDYARD','MI')
INSERT INTO ZipCode VALUES(30182,49780,'STANDARD','FIBRE','MI')
INSERT INTO ZipCode VALUES(30183,49781,'STANDARD','SAINT IGNACE','MI')
INSERT INTO ZipCode VALUES(30184,49782,'STANDARD','BEAVER ISLAND','MI')
INSERT INTO ZipCode VALUES(30185,49783,'STANDARD','SAULT SAINTE MARIE','MI')
INSERT INTO ZipCode VALUES(30186,49783,'STANDARD','SAULT S MARIE','MI')
INSERT INTO ZipCode VALUES(30187,49784,'UNIQUE','KINCHELOE','MI')
INSERT INTO ZipCode VALUES(30188,49784,'UNIQUE','SAULT S MARIE','MI')
INSERT INTO ZipCode VALUES(30189,49784,'UNIQUE','SAULT SAINTE MARIE','MI')
INSERT INTO ZipCode VALUES(30190,49785,'UNIQUE','KINCHELOE','MI')
INSERT INTO ZipCode VALUES(30191,49785,'UNIQUE','SAULT S MARIE','MI')
INSERT INTO ZipCode VALUES(30192,49785,'UNIQUE','SAULT SAINTE MARIE','MI')
INSERT INTO ZipCode VALUES(30193,49786,'UNIQUE','KINCHELOE','MI')
INSERT INTO ZipCode VALUES(30194,49786,'UNIQUE','SAULT S MARIE','MI')
INSERT INTO ZipCode VALUES(30195,49786,'UNIQUE','SAULT SAINTE MARIE','MI')
INSERT INTO ZipCode VALUES(30196,49788,'STANDARD','KINCHELOE','MI')
INSERT INTO ZipCode VALUES(30197,49788,'STANDARD','SAULT S MARIE','MI')
INSERT INTO ZipCode VALUES(30198,49788,'STANDARD','SAULT SAINTE MARIE','MI')
INSERT INTO ZipCode VALUES(30199,49790,'STANDARD','ECKERMAN','MI')
INSERT INTO ZipCode VALUES(30200,49790,'STANDARD','STRONGS','MI')
INSERT INTO ZipCode VALUES(30201,49791,'PO BOX','TOPINABEE','MI')
INSERT INTO ZipCode VALUES(30202,49792,'PO BOX','TOWER','MI')
INSERT INTO ZipCode VALUES(30203,49793,'PO BOX','TROUT LAKE','MI')
INSERT INTO ZipCode VALUES(30204,49795,'STANDARD','VANDERBILT','MI')
INSERT INTO ZipCode VALUES(30205,49796,'PO BOX','WALLOON LAKE','MI')
INSERT INTO ZipCode VALUES(30206,49797,'PO BOX','WATERS','MI')
INSERT INTO ZipCode VALUES(30207,49799,'STANDARD','WOLVERINE','MI')
INSERT INTO ZipCode VALUES(30208,49801,'STANDARD','IRON MOUNTAIN','MI')
INSERT INTO ZipCode VALUES(30209,49802,'STANDARD','KINGSFORD','MI')
INSERT INTO ZipCode VALUES(30210,49802,'STANDARD','IRON MOUNTAIN','MI')
INSERT INTO ZipCode VALUES(30211,49805,'STANDARD','ALLOUEZ','MI')
INSERT INTO ZipCode VALUES(30212,49806,'STANDARD','AU TRAIN','MI')
INSERT INTO ZipCode VALUES(30213,49807,'STANDARD','BARK RIVER','MI')
INSERT INTO ZipCode VALUES(30214,49807,'STANDARD','HARDWOOD','MI')
INSERT INTO ZipCode VALUES(30215,49807,'STANDARD','SCHAFFER','MI')
INSERT INTO ZipCode VALUES(30216,49808,'PO BOX','BIG BAY','MI')
INSERT INTO ZipCode VALUES(30217,49812,'STANDARD','CARNEY','MI')
INSERT INTO ZipCode VALUES(30218,49814,'STANDARD','CHAMPION','MI')
INSERT INTO ZipCode VALUES(30219,49815,'STANDARD','CHANNING','MI')
INSERT INTO ZipCode VALUES(30220,49816,'STANDARD','CHATHAM','MI')
INSERT INTO ZipCode VALUES(30221,49816,'STANDARD','LIMESTONE','MI')
INSERT INTO ZipCode VALUES(30222,49817,'STANDARD','COOKS','MI')
INSERT INTO ZipCode VALUES(30223,49818,'STANDARD','CORNELL','MI')
INSERT INTO ZipCode VALUES(30224,49819,'PO BOX','ARNOLD','MI')
INSERT INTO ZipCode VALUES(30225,49819,'PO BOX','CORNELL','MI')
INSERT INTO ZipCode VALUES(30226,49820,'STANDARD','CURTIS','MI')
INSERT INTO ZipCode VALUES(30227,49821,'STANDARD','DAGGETT','MI')
INSERT INTO ZipCode VALUES(30228,49822,'STANDARD','DEERTON','MI')
INSERT INTO ZipCode VALUES(30229,49825,'PO BOX','EBEN JUNCTION','MI')
INSERT INTO ZipCode VALUES(30230,49826,'PO BOX','RUMELY','MI')
INSERT INTO ZipCode VALUES(30231,49826,'PO BOX','EBEN JUNCTION','MI')
INSERT INTO ZipCode VALUES(30232,49827,'STANDARD','ENGADINE','MI')
INSERT INTO ZipCode VALUES(30233,49829,'STANDARD','ESCANABA','MI')
INSERT INTO ZipCode VALUES(30234,49831,'STANDARD','FELCH','MI')
INSERT INTO ZipCode VALUES(30235,49831,'STANDARD','IRON MOUNTAIN','MI')
INSERT INTO ZipCode VALUES(30236,49833,'PO BOX','LITTLE LAKE','MI')
INSERT INTO ZipCode VALUES(30237,49834,'STANDARD','FOSTER CITY','MI')
INSERT INTO ZipCode VALUES(30238,49835,'STANDARD','GARDEN','MI')
INSERT INTO ZipCode VALUES(30239,49836,'STANDARD','GERMFASK','MI')
INSERT INTO ZipCode VALUES(30240,49837,'STANDARD','GLADSTONE','MI')
INSERT INTO ZipCode VALUES(30241,49837,'STANDARD','BRAMPTON','MI')
INSERT INTO ZipCode VALUES(30242,49838,'STANDARD','GOULD CITY','MI')
INSERT INTO ZipCode VALUES(30243,49839,'PO BOX','GRAND MARAIS','MI')
INSERT INTO ZipCode VALUES(30244,49840,'STANDARD','GULLIVER','MI')
INSERT INTO ZipCode VALUES(30245,49841,'STANDARD','GWINN','MI')
INSERT INTO ZipCode VALUES(30246,49841,'STANDARD','PRINCETON','MI')
INSERT INTO ZipCode VALUES(30247,49845,'PO BOX','HARRIS','MI')
INSERT INTO ZipCode VALUES(30248,49847,'STANDARD','HERMANSVILLE','MI')
INSERT INTO ZipCode VALUES(30249,49848,'STANDARD','INGALLS','MI')
INSERT INTO ZipCode VALUES(30250,49849,'STANDARD','ISHPEMING','MI')
INSERT INTO ZipCode VALUES(30251,49852,'STANDARD','LORETTO','MI')
INSERT INTO ZipCode VALUES(30252,49852,'STANDARD','VULCAN','MI')
INSERT INTO ZipCode VALUES(30253,49853,'STANDARD','MC MILLAN','MI')
INSERT INTO ZipCode VALUES(30254,49854,'STANDARD','MANISTIQUE','MI')
INSERT INTO ZipCode VALUES(30255,49854,'STANDARD','THOMPSON','MI')
INSERT INTO ZipCode VALUES(30256,49855,'STANDARD','MARQUETTE','MI')
INSERT INTO ZipCode VALUES(30257,49855,'STANDARD','HARVEY','MI')
INSERT INTO ZipCode VALUES(30258,49858,'STANDARD','MENOMINEE','MI')
INSERT INTO ZipCode VALUES(30259,49861,'STANDARD','MICHIGAMME','MI')
INSERT INTO ZipCode VALUES(30260,49862,'STANDARD','MUNISING','MI')
INSERT INTO ZipCode VALUES(30261,49862,'STANDARD','CHRISTMAS','MI')
INSERT INTO ZipCode VALUES(30262,49863,'PO BOX','NADEAU','MI')
INSERT INTO ZipCode VALUES(30263,49864,'PO BOX','NAHMA','MI')
INSERT INTO ZipCode VALUES(30264,49865,'PO BOX','NATIONAL MINE','MI')
INSERT INTO ZipCode VALUES(30265,49865,'PO BOX','ISHPEMING','MI')
INSERT INTO ZipCode VALUES(30266,49866,'STANDARD','NEGAUNEE','MI')
INSERT INTO ZipCode VALUES(30267,49868,'STANDARD','NEWBERRY','MI')
INSERT INTO ZipCode VALUES(30268,49870,'STANDARD','NORWAY','MI')
INSERT INTO ZipCode VALUES(30269,49871,'PO BOX','PALMER','MI')
INSERT INTO ZipCode VALUES(30270,49872,'PO BOX','PERKINS','MI')
INSERT INTO ZipCode VALUES(30271,49873,'STANDARD','PERRONVILLE','MI')
INSERT INTO ZipCode VALUES(30272,49874,'STANDARD','POWERS','MI')
